Order_ID,Order_Date,Customer_Name,Region,State,Category,Product,Quantity,Sales,Profit,Payment_Mode,,
ORD01592,2025-04-29,Meera Gupta,West,Karnataka,Electronics,Mobile,9,15972,1052,UPI,,
ORD01593,2024-01-09,Ananya Gupta,North,Karnataka,Office Supplies,Pen,8,14584,2315,Cash,,
ORD01594,2024-02-27,Siddharth Pawar,South,Delhi,Furniture,Desk,1,40322,8062,Credit Card,,
ORD01595,2024-01-09,Karan Yadav,East,Rajasthan,Electronics,Smart Watch,4,30442,4666,Net Banking,,
ORD01596,2025-06-09,Abhishek Joshi,West,Gujarat,Clothing,Jacket,9,39917,7039,Cash,,
ORD01597,2024-06-02,Kavya Menon,East,Gujarat,Electronics,Smart Watch,9,32109,5284,Debit Card,,
ORD01598,2024-01-21,Pooja Patil,East,Gujarat,Office Supplies,Stapler,7,30345,7412,Cash,,
ORD01599,2025-11-10,Pooja Yadav,East,Maharashtra,Furniture,Chair,5,13363,1726,Debit Card,,
ORD01600,2025-01-27,Tanvi Naik,North,Karnataka,Electronics,Laptop,1,29093,5794,UPI,,
ORD01601,2025-03-20,Kavya Pawar,West,Tamil Nadu,Office Supplies,Notebook,10,36492,7505,Cash,,
ORD01602,2025-03-12,Sneha Naik,West,Karnataka,Office Supplies,Marker,6,36994,5785,UPI,,
ORD01603,2024-02-09,Ritika Jadhav,East,Tamil Nadu,Electronics,Tablet,7,21957,2612,UPI,,
ORD01604,2024-09-19,Ananya Joshi,South,Delhi,Office Supplies,Pen,7,20920,4868,UPI,,
ORD01605,2024-03-27,Shreya Verma,South,Rajasthan,Furniture,Sofa,6,42691,3351,Cash,,
ORD01606,2025-07-19,Om Sharma,West,Maharashtra,Furniture,Cabinet,10,11288,2525,Debit Card,,
ORD01607,2024-01-31,Rahul Sharma,East,Delhi,Office Supplies,Pen,6,35973,2386,Debit Card,,
ORD01608,2025-09-25,Abhishek Tiwari,South,Delhi,Office Supplies,Marker,9,5592,1337,Debit Card,,
ORD01609,2024-11-05,Siddharth Menon,South,Rajasthan,Office Supplies,Marker,7,23234,4714,Cash,,
ORD01610,2025-09-24,Vikas More,North,Karnataka,Office Supplies,Notebook,8,17426,4278,Debit Card,,
ORD01611,2025-08-19,Arjun Rane,South,Tamil Nadu,Clothing,Jacket,8,24391,1666,Debit Card,,
ORD01612,2025-11-13,Aditya Gupta,West,Karnataka,Office Supplies,Marker,10,26486,4167,UPI,,
ORD01613,2024-03-08,Sakshi Iyer,South,Karnataka,Office Supplies,Printer Paper,5,35219,3891,Debit Card,,
ORD01614,2025-01-03,Aisha Tiwari,North,Rajasthan,Electronics,Tablet,5,5559,509,UPI,,
ORD01615,2025-10-19,Aarav Deshmukh,North,Rajasthan,Furniture,Chair,3,12170,2807,Cash,,
ORD01616,2024-08-23,Rohan More,West,Karnataka,Office Supplies,Pen,4,28864,4772,UPI,,
ORD01617,2025-03-12,Vikas Jadhav,West,Karnataka,Office Supplies,Stapler,4,44313,4264,UPI,,
ORD01618,2025-09-18,Meera More,North,Delhi,Electronics,Headphones,9,6937,972,Net Banking,,
ORD01619,2024-12-06,Siddharth Ansari,North,Karnataka,Office Supplies,Pen,9,28717,1766,Cash,,
ORD01620,2025-03-13,Ishita Singh,East,Karnataka,Office Supplies,Pen,10,46592,2904,Cash,,
ORD01621,2024-07-11,Rahul Joshi,East,Tamil Nadu,Electronics,Mobile,4,31094,3645,Debit Card,,
ORD01622,2025-03-22,Rahul Khan,North,Gujarat,Electronics,Mobile,2,2711,636,Credit Card,,
ORD01623,2025-08-08,Sakshi Verma,East,Delhi,Furniture,Sofa,9,27257,4018,Credit Card,,
ORD01624,2025-08-05,Akash Naik,East,Gujarat,Office Supplies,Marker,5,1560,156,Debit Card,,
ORD01625,2024-02-16,Ishita Gupta,South,Delhi,Clothing,Shirt,7,18242,931,Cash,,
ORD01626,2025-09-29,Akash Yadav,North,Delhi,Clothing,Shirt,10,25901,5247,Net Banking,,
ORD01627,2024-11-09,Meera More,North,Tamil Nadu,Furniture,Sofa,10,42162,3037,Debit Card,,
ORD01628,2024-03-05,Ritika Singh,North,Delhi,Clothing,Jeans,1,10045,594,UPI,,
ORD01629,2025-09-17,Sakshi Mishra,North,Gujarat,Furniture,Chair,5,24942,4085,Cash,,
ORD01630,2025-05-09,Aryan Ansari,South,Delhi,Office Supplies,Marker,9,25051,5852,Cash,,
ORD01631,2024-09-15,Rohan Iyer,East,Rajasthan,Office Supplies,Pen,7,48686,6403,Cash,,
ORD01632,2025-03-31,Sai More,North,Delhi,Clothing,Jacket,2,25552,3626,Cash,,
ORD01633,2025-07-09,Rohan More,South,Gujarat,Clothing,Shirt,9,41538,3986,Net Banking,,
ORD01634,2025-04-16,Yash Jadhav,East,Karnataka,Clothing,Jacket,1,29456,2260,Net Banking,,
ORD01635,2024-12-20,Aisha Joshi,West,Delhi,Electronics,Smart Watch,6,16939,1924,Debit Card,,
ORD01636,2025-12-04,Yash Iyer,South,Gujarat,Furniture,Table,3,5777,1040,Debit Card,,
ORD01637,2024-08-18,Aditya Mishra,South,Karnataka,Electronics,Tablet,1,17775,3265,UPI,,
ORD01638,2025-08-21,Arjun Mishra,East,Karnataka,Clothing,Jeans,9,45991,9346,Credit Card,,
ORD01639,2024-12-06,Om Sharma,North,Delhi,Office Supplies,Notebook,4,10004,2211,UPI,,
ORD01640,2024-12-25,Tanvi More,North,Karnataka,Clothing,Shoes,3,3658,297,Net Banking,,
ORD01641,2024-04-07,Tanvi Sharma,West,Rajasthan,Furniture,Sofa,1,32898,2068,Cash,,
ORD01642,2024-01-24,Sai Deshmukh,West,Rajasthan,Office Supplies,Stapler,10,28585,5862,Cash,,
ORD01643,2024-05-28,Ritika Ansari,South,Maharashtra,Furniture,Sofa,4,38029,4118,Credit Card,,
ORD01644,2024-02-13,Kavya Nair,West,Gujarat,Furniture,Desk,6,7210,1158,Debit Card,,
ORD01645,2024-01-05,Rahul Iyer,West,Tamil Nadu,Office Supplies,Stapler,5,34305,4770,Net Banking,,
ORD01646,2025-12-05,Om Kadam,East,Tamil Nadu,Furniture,Table,8,34175,3171,Credit Card,,
ORD01647,2025-06-27,Aisha Verma,South,Maharashtra,Furniture,Table,1,16300,1433,Credit Card,,
ORD01648,2024-04-29,Om Sharma,West,Rajasthan,Furniture,Desk,10,49705,3540,UPI,,
ORD01649,2025-05-11,Aryan Nair,South,Karnataka,Furniture,Sofa,8,5669,894,Cash,,
ORD01650,2025-11-28,Sneha Gupta,North,Delhi,Office Supplies,Notebook,9,8846,973,Debit Card,,
ORD01651,2024-04-03,Vikas Pawar,North,Gujarat,Office Supplies,Printer Paper,1,21254,4850,Cash,,
ORD01652,2024-05-10,Rahul Ansari,North,Delhi,Electronics,Laptop,9,13195,851,Net Banking,,
ORD01653,2025-04-19,Tanvi Naik,West,Karnataka,Electronics,Mobile,3,5989,1026,Credit Card,,
ORD01654,2025-11-12,Sai More,North,Rajasthan,Electronics,Laptop,2,18627,2831,UPI,,
ORD01655,2025-05-30,Karan Yadav,West,Delhi,Office Supplies,Marker,10,48360,10386,Net Banking,,
ORD01656,2025-05-01,Siddharth Tiwari,North,Gujarat,Electronics,Laptop,3,9744,730,Debit Card,,
ORD01657,2024-01-03,Aarav Das,West,Gujarat,Clothing,Shirt,10,16653,3590,UPI,,
ORD01658,2025-01-29,Sakshi Deshmukh,North,Maharashtra,Electronics,Mobile,6,30099,3424,Debit Card,,
ORD01659,2024-08-15,Meera Jadhav,South,Rajasthan,Office Supplies,Pen,4,40699,9318,Cash,,
ORD01660,2024-11-13,Sneha Sharma,North,Maharashtra,Clothing,Jacket,9,3366,655,UPI,,
ORD01661,2024-11-11,Vivaan Shaikh,South,Tamil Nadu,Office Supplies,Notebook,1,37873,8023,Cash,,
ORD01662,2024-07-04,Rohan Patil,East,Maharashtra,Clothing,Shoes,6,21664,4211,Net Banking,,
ORD01663,2024-09-08,Vivaan Khan,South,Maharashtra,Office Supplies,Printer Paper,2,14829,1925,Cash,,
ORD01664,2025-12-28,Aditi Iyer,South,Delhi,Office Supplies,Stapler,8,27138,5490,Credit Card,,
ORD01665,2025-07-14,Pooja Mishra,North,Gujarat,Electronics,Headphones,1,34812,5304,Debit Card,,
ORD01666,2024-01-27,Sakshi More,West,Tamil Nadu,Furniture,Sofa,5,49172,3076,Debit Card,,
ORD01667,2024-01-02,Arjun Pawar,West,Tamil Nadu,Electronics,Smart Watch,2,47515,6791,Debit Card,,
ORD01668,2024-02-16,Rahul Patil,North,Karnataka,Office Supplies,Pen,9,45540,5455,Net Banking,,
ORD01669,2024-05-13,Akash Singh,West,Maharashtra,Office Supplies,Pen,7,6531,569,Debit Card,,
ORD01670,2025-08-19,Aarav More,North,Rajasthan,Clothing,Jacket,1,9150,1581,Cash,,
ORD01671,2024-03-14,Arjun Kulkarni,South,Gujarat,Clothing,T-Shirt,10,8003,1148,UPI,,
ORD01672,2024-08-21,Sneha Shetty,East,Rajasthan,Furniture,Sofa,6,34049,4681,Debit Card,,
ORD01673,2025-03-23,Siddharth Gupta,South,Gujarat,Furniture,Table,10,48759,3386,Net Banking,,
ORD01674,2025-07-11,Aditi Joshi,South,Gujarat,Furniture,Chair,7,47501,10551,Net Banking,,
ORD01675,2024-01-31,Kavya Menon,South,Rajasthan,Office Supplies,Notebook,8,43360,7680,Cash,,
ORD01676,2024-03-06,Shreya Shaikh,East,Tamil Nadu,Office Supplies,Pen,8,26012,5295,Credit Card,,
ORD01677,2024-01-21,Vivaan Mishra,East,Maharashtra,Clothing,Jacket,10,20166,2760,Credit Card,,
ORD01678,2025-09-21,Tanvi Yadav,West,Rajasthan,Electronics,Laptop,5,41079,8060,Credit Card,,
ORD01679,2024-03-13,Shreya Jadhav,West,Maharashtra,Electronics,Tablet,3,1992,401,Cash,,
ORD01680,2025-05-31,Pooja Menon,West,Maharashtra,Furniture,Chair,7,32411,1715,UPI,,
ORD01681,2024-10-10,Vivaan Verma,East,Gujarat,Furniture,Desk,3,13598,3275,Credit Card,,
ORD01682,2024-03-16,Meera More,North,Tamil Nadu,Furniture,Chair,7,31546,7033,Credit Card,,
ORD01683,2025-07-06,Priya Ghosh,North,Gujarat,Furniture,Chair,5,25603,1568,UPI,,
ORD01684,2024-03-02,Kavya Jadhav,North,Tamil Nadu,Clothing,Jacket,4,35762,6498,Net Banking,,
ORD01685,2025-06-19,Aditya Nair,North,Gujarat,Furniture,Cabinet,10,3784,900,Debit Card,,
ORD01686,2025-08-09,Kavya Verma,West,Karnataka,Furniture,Cabinet,7,11572,1050,Net Banking,,
ORD01687,2024-01-04,Meera Mishra,East,Rajasthan,Furniture,Cabinet,3,24817,6093,UPI,,
ORD01688,2025-10-05,Rahul Das,East,Tamil Nadu,Furniture,Sofa,9,11560,1145,Cash,,
ORD01689,2024-01-31,Ananya Gupta,North,Gujarat,Office Supplies,Printer Paper,1,46211,9840,Credit Card,,
ORD01690,2024-11-02,Shreya Rane,South,Rajasthan,Electronics,Laptop,3,11242,1442,Debit Card,,
ORD01691,2024-12-20,Aditi Joshi,East,Rajasthan,Electronics,Mobile,2,2253,134,Credit Card,,
ORD01692,2025-12-15,Yash Tiwari,West,Delhi,Furniture,Sofa,9,4818,274,UPI,,
ORD01693,2024-10-05,Ishita Verma,South,Maharashtra,Office Supplies,Marker,7,25763,4619,Net Banking,,
ORD01694,2025-08-17,Sneha Mishra,West,Rajasthan,Furniture,Table,7,9170,836,Debit Card,,
ORD01695,2025-06-02,Vikas Singh,East,Maharashtra,Clothing,Jeans,1,1918,389,UPI,,
ORD01696,2024-12-26,Sai Menon,South,Delhi,Furniture,Table,3,37444,7427,Net Banking,,
ORD01697,2024-05-23,Aditi Roy,West,Gujarat,Clothing,Shirt,5,14125,1252,Credit Card,,
ORD01698,2024-11-18,Neha Rane,South,Maharashtra,Clothing,Shirt,6,21112,1318,Cash,,
ORD01699,2025-10-02,Tanvi Joshi,East,Maharashtra,Clothing,Jeans,1,19351,2570,Cash,,
ORD01700,2024-12-07,Sneha Shetty,West,Tamil Nadu,Clothing,Shoes,8,16734,2650,UPI,,
ORD01701,2024-01-15,Kavya Verma,North,Tamil Nadu,Office Supplies,Stapler,4,28731,5480,Net Banking,,
ORD01702,2024-04-07,Sai Deshmukh,West,Gujarat,Furniture,Desk,2,31144,5811,Debit Card,,
ORD01703,2025-09-16,Ananya Das,West,Rajasthan,Clothing,Jacket,5,29890,1794,Net Banking,,
ORD01704,2025-05-11,Om Shaikh,South,Tamil Nadu,Office Supplies,Pen,5,27151,1443,Credit Card,,
ORD01705,2025-10-12,Nikhil Kulkarni,South,Gujarat,Furniture,Cabinet,1,745,72,Net Banking,,
ORD01706,2025-05-04,Meera More,South,Delhi,Furniture,Chair,1,23883,2356,Cash,,
ORD01707,2025-11-18,Abhishek Jadhav,North,Rajasthan,Electronics,Headphones,3,44132,6346,UPI,,
ORD01708,2024-10-24,Sneha Deshmukh,South,Tamil Nadu,Clothing,Shoes,3,33185,7907,Cash,,
ORD01709,2025-12-05,Om Patel,South,Delhi,Clothing,T-Shirt,6,33950,5314,Debit Card,,
ORD01710,2024-12-04,Abhishek Gupta,South,Delhi,Electronics,Smart Watch,8,10228,583,Net Banking,,
ORD01711,2025-09-12,Karan Nair,North,Rajasthan,Clothing,Shoes,4,35939,6142,Debit Card,,
ORD01712,2024-06-04,Aryan Tiwari,South,Gujarat,Clothing,Jacket,3,36603,4461,Credit Card,,
ORD01713,2025-04-16,Aditi Deshmukh,South,Rajasthan,Office Supplies,Stapler,4,46812,10444,Net Banking,,
ORD01714,2025-07-10,Ritika Pawar,East,Rajasthan,Electronics,Smart Watch,2,19378,3604,Debit Card,,
ORD01715,2024-01-04,Sakshi Shah,South,Gujarat,Office Supplies,Stapler,4,46273,4471,Cash,,
ORD01716,2024-01-27,Om More,North,Delhi,Clothing,Shirt,1,30034,5149,UPI,,
ORD01717,2025-01-09,Aryan Kulkarni,South,Karnataka,Office Supplies,Marker,9,49989,10338,Cash,,
ORD01718,2024-07-17,Ritika More,West,Rajasthan,Office Supplies,Marker,4,4513,374,Cash,,
ORD01719,2024-03-15,Om Patel,East,Rajasthan,Office Supplies,Stapler,4,27496,6854,Net Banking,,
ORD01720,2024-07-26,Kavya Naik,West,Delhi,Furniture,Cabinet,6,28328,6984,Credit Card,,
ORD01721,2024-08-14,Pooja Khan,North,Karnataka,Office Supplies,Pen,10,15229,819,Credit Card,,
ORD01722,2024-05-18,Meera Deshmukh,North,Delhi,Furniture,Desk,7,28547,3806,UPI,,
ORD01723,2024-12-04,Meera Kulkarni,West,Delhi,Clothing,Jeans,8,24363,3500,Cash,,
ORD01724,2024-03-21,Neha Jadhav,East,Rajasthan,Electronics,Laptop,3,38298,7614,Debit Card,,
ORD01725,2025-12-22,Siddharth Nair,South,Delhi,Office Supplies,Notebook,7,38492,8030,Credit Card,,
ORD01726,2025-07-05,Aarav Menon,South,Delhi,Furniture,Desk,2,37877,9122,Net Banking,,
ORD01727,2024-05-23,Arjun Das,East,Rajasthan,Furniture,Cabinet,6,8942,2169,UPI,,
ORD01728,2025-05-28,Meera Jadhav,South,Delhi,Furniture,Cabinet,8,46520,7788,Cash,,
ORD01729,2025-02-20,Aryan Patil,West,Rajasthan,Clothing,Shirt,6,28461,6141,Credit Card,,
ORD01730,2024-07-30,Aryan Roy,West,Rajasthan,Furniture,Table,10,26892,5625,UPI,,
ORD01731,2025-08-19,Sai Shaikh,South,Delhi,Office Supplies,Marker,3,8942,676,Debit Card,,
ORD01732,2025-01-05,Aditya Shah,West,Rajasthan,Clothing,Shirt,4,36321,8195,Credit Card,,
ORD01733,2025-06-16,Arjun Pawar,North,Delhi,Office Supplies,Marker,5,49127,4079,Cash,,
ORD01734,2024-10-22,Akash Patel,South,Delhi,Electronics,Laptop,3,8820,1992,Cash,,
ORD01735,2025-04-10,Karan Gupta,North,Tamil Nadu,Furniture,Cabinet,3,16117,3166,Cash,,
ORD01736,2025-05-21,Neha Nair,South,Delhi,Electronics,Headphones,6,39720,3605,Cash,,
ORD01737,2024-02-19,Aisha Shetty,East,Tamil Nadu,Clothing,Shirt,1,38038,4714,Cash,,
ORD01738,2024-09-26,Arjun Khan,South,Gujarat,Electronics,Headphones,8,33810,7997,Credit Card,,
ORD01739,2025-01-29,Rohan Patil,North,Maharashtra,Office Supplies,Pen,2,29537,1648,UPI,,
ORD01740,2025-12-19,Aditi More,South,Delhi,Clothing,Jacket,9,46752,9698,UPI,,
ORD01741,2024-01-26,Shreya Khan,South,Tamil Nadu,Electronics,Headphones,1,44280,8843,Net Banking,,
ORD01742,2024-07-20,Yash Deshmukh,North,Gujarat,Furniture,Cabinet,3,19983,1891,UPI,,
ORD01743,2025-02-11,Aisha Gupta,North,Gujarat,Furniture,Desk,1,27269,6282,Credit Card,,
ORD01744,2024-09-11,Vikas More,West,Gujarat,Electronics,Mobile,4,23096,1669,UPI,,
ORD01745,2025-07-27,Pooja More,South,Rajasthan,Clothing,Jeans,5,1557,114,Credit Card,,
ORD01746,2025-05-26,Neha Naik,West,Delhi,Furniture,Cabinet,5,27907,4179,Net Banking,,
ORD01747,2025-09-28,Siddharth Das,South,Rajasthan,Furniture,Chair,1,27254,6610,Cash,,
ORD01748,2025-10-14,Aditi Shetty,West,Tamil Nadu,Furniture,Chair,3,41504,9137,Net Banking,,
ORD01749,2025-11-02,Yash Nair,South,Tamil Nadu,Office Supplies,Notebook,9,49932,2600,Cash,,
ORD01750,2025-01-23,Yash Deshmukh,West,Delhi,Office Supplies,Stapler,5,43668,7169,Debit Card,,
ORD01751,2025-09-18,Vivaan Singh,West,Rajasthan,Electronics,Mobile,1,18468,2359,Debit Card,,
ORD01752,2024-01-26,Arjun Shetty,West,Tamil Nadu,Clothing,Jacket,1,9052,1563,Credit Card,,
ORD01753,2025-06-25,Vivaan Naik,West,Gujarat,Clothing,Shoes,2,19279,1024,Net Banking,,
ORD01754,2025-03-31,Neha Shetty,East,Karnataka,Clothing,Jacket,4,24861,4184,Net Banking,,
ORD01755,2024-03-09,Vivaan Shaikh,South,Karnataka,Clothing,Jeans,10,36425,8547,Debit Card,,
ORD01756,2024-04-03,Abhishek Verma,South,Maharashtra,Furniture,Sofa,2,20124,4842,Credit Card,,
ORD01757,2025-04-03,Aarav Patil,North,Rajasthan,Clothing,Shirt,1,46297,3652,UPI,,
ORD01758,2025-09-02,Rahul Patil,West,Karnataka,Furniture,Sofa,7,40842,8497,Net Banking,,
ORD01759,2024-12-31,Sai Patil,East,Tamil Nadu,Electronics,Laptop,2,49914,2777,Debit Card,,
ORD01760,2024-06-29,Aisha Pawar,South,Gujarat,Office Supplies,Pen,6,30640,2892,Net Banking,,
ORD01761,2025-03-22,Siddharth Shetty,West,Maharashtra,Office Supplies,Printer Paper,1,26488,5553,Debit Card,,
ORD01762,2025-09-04,Sai Ansari,South,Gujarat,Electronics,Smart Watch,9,16721,2451,UPI,,
ORD01763,2024-10-17,Pooja Roy,East,Tamil Nadu,Office Supplies,Notebook,2,23131,5507,Credit Card,,
ORD01764,2025-10-16,Aditya Naik,North,Gujarat,Electronics,Smart Watch,10,20833,2814,Cash,,
ORD01765,2025-10-05,Aryan More,East,Gujarat,Furniture,Sofa,1,26357,4632,UPI,,
ORD01766,2024-07-01,Nikhil Jadhav,East,Tamil Nadu,Electronics,Headphones,9,32648,6289,Debit Card,,
ORD01767,2025-02-28,Ritika Sharma,West,Gujarat,Clothing,Shoes,7,30037,6621,Debit Card,,
ORD01768,2025-01-23,Abhishek Nair,South,Delhi,Office Supplies,Marker,4,27351,3110,Net Banking,,
ORD01769,2024-01-08,Pooja Iyer,West,Tamil Nadu,Clothing,Shoes,3,4008,845,Net Banking,,
ORD01770,2025-09-30,Yash Kulkarni,East,Delhi,Electronics,Laptop,2,19373,2655,Net Banking,,
ORD01771,2025-01-30,Pooja Deshmukh,South,Delhi,Clothing,Shoes,7,38680,4437,UPI,,
ORD01772,2025-12-16,Vivaan Tiwari,East,Karnataka,Clothing,Shoes,8,20101,1377,UPI,,
ORD01773,2024-05-25,Rahul Sharma,West,Tamil Nadu,Furniture,Sofa,1,40507,8549,UPI,,
ORD01774,2024-05-01,Aryan Iyer,West,Karnataka,Electronics,Mobile,8,5592,1110,Net Banking,,
ORD01775,2024-09-04,Vivaan Shah,West,Maharashtra,Office Supplies,Printer Paper,9,21402,5190,Credit Card,,
ORD01776,2025-04-18,Siddharth Menon,North,Gujarat,Electronics,Headphones,3,41079,4590,Debit Card,,
ORD01777,2024-12-19,Akash Ghosh,South,Gujarat,Electronics,Smart Watch,8,21192,3844,Cash,,
ORD01778,2025-09-02,Sakshi Joshi,West,Rajasthan,Furniture,Chair,3,4142,222,Cash,,
ORD01779,2024-01-21,Sneha Jadhav,East,Maharashtra,Electronics,Mobile,10,19833,2439,Credit Card,,
ORD01780,2024-06-10,Pooja Iyer,East,Maharashtra,Clothing,Jacket,4,12482,776,Net Banking,,
ORD01781,2024-02-08,Arjun Shaikh,East,Tamil Nadu,Electronics,Smart Watch,3,19642,3546,Cash,,
ORD01782,2025-08-11,Ananya Patel,South,Delhi,Electronics,Laptop,3,35396,3080,Debit Card,,
ORD01783,2025-05-20,Akash Roy,East,Rajasthan,Office Supplies,Pen,3,30765,2091,UPI,,
ORD01784,2024-02-15,Kavya Patel,East,Delhi,Office Supplies,Notebook,5,11808,1495,Net Banking,,
ORD01785,2024-01-01,Meera Shaikh,East,Karnataka,Office Supplies,Notebook,2,3241,469,Cash,,
ORD01786,2025-04-13,Akash Sharma,North,Tamil Nadu,Clothing,Jeans,10,32034,4021,Credit Card,,
ORD01787,2024-01-28,Karan Das,South,Delhi,Furniture,Sofa,6,9268,1134,Net Banking,,
ORD01788,2025-07-11,Aisha Kulkarni,East,Maharashtra,Office Supplies,Stapler,8,39283,4626,Debit Card,,
ORD01789,2025-07-08,Sneha Shaikh,West,Maharashtra,Furniture,Table,8,19714,3741,Debit Card,,
ORD01790,2024-02-24,Sneha Pawar,North,Gujarat,Office Supplies,Stapler,4,28402,2961,Credit Card,,
ORD01791,2025-12-21,Nikhil Sharma,West,Delhi,Furniture,Desk,6,18769,1381,Credit Card,,
ORD01792,2025-08-07,Siddharth Tiwari,East,Tamil Nadu,Electronics,Tablet,2,37879,4121,Debit Card,,
ORD01793,2024-01-11,Sai Shaikh,South,Delhi,Furniture,Sofa,8,37783,4151,Credit Card,,
ORD01794,2025-11-08,Meera Deshmukh,West,Maharashtra,Office Supplies,Marker,3,44052,3788,Credit Card,,
ORD01795,2024-12-21,Om Shetty,South,Karnataka,Electronics,Smart Watch,4,38649,9026,Debit Card,,
ORD01796,2025-07-22,Om Ghosh,East,Tamil Nadu,Electronics,Smart Watch,3,23867,4850,Cash,,
ORD01797,2024-07-12,Neha Roy,West,Karnataka,Furniture,Chair,8,13755,2094,UPI,,
ORD01798,2024-05-10,Nikhil Pawar,North,Rajasthan,Clothing,Shirt,8,42492,7848,Debit Card,,
ORD01799,2025-07-15,Vikas More,West,Gujarat,Furniture,Cabinet,2,10405,2331,Credit Card,,
ORD01800,2024-08-13,Aisha Iyer,South,Delhi,Clothing,Jacket,9,30419,3552,Credit Card,,
ORD01801,2024-05-01,Om Kulkarni,East,Tamil Nadu,Electronics,Tablet,7,17427,3020,Debit Card,,
ORD01802,2025-02-16,Aditi Shetty,West,Rajasthan,Clothing,Jeans,10,23894,1829,Cash,,
ORD01803,2024-07-31,Vivaan Tiwari,North,Tamil Nadu,Clothing,T-Shirt,8,6474,1467,UPI,,
ORD01804,2024-08-07,Aditya Ghosh,North,Tamil Nadu,Electronics,Headphones,8,49497,6761,Credit Card,,
ORD01805,2024-07-19,Aditi Das,East,Gujarat,Clothing,Jeans,3,14432,2018,Credit Card,,
ORD01806,2024-08-04,Karan More,South,Maharashtra,Furniture,Desk,7,35246,5169,Credit Card,,
ORD01807,2025-07-20,Abhishek Joshi,North,Maharashtra,Furniture,Desk,10,12692,1143,Net Banking,,
ORD01808,2024-07-29,Ritika Gupta,West,Tamil Nadu,Clothing,T-Shirt,4,25359,2616,UPI,,
ORD01809,2025-12-27,Aisha Chavan,East,Gujarat,Office Supplies,Pen,9,49407,6985,Net Banking,,
ORD01810,2024-11-19,Priya Rane,West,Rajasthan,Furniture,Desk,8,47820,7287,Credit Card,,
ORD01811,2024-09-21,Arjun Patil,West,Gujarat,Office Supplies,Marker,7,34449,4767,Debit Card,,
ORD01812,2024-12-03,Sneha Yadav,West,Delhi,Electronics,Tablet,5,10089,584,Cash,,
ORD01813,2025-09-16,Shreya Ghosh,West,Gujarat,Office Supplies,Marker,5,9111,1647,Debit Card,,
ORD01814,2024-06-11,Siddharth Naik,South,Delhi,Clothing,Shirt,5,26026,1716,UPI,,
ORD01815,2025-03-23,Tanvi Jadhav,North,Tamil Nadu,Electronics,Tablet,7,47782,11682,Cash,,
ORD01816,2024-02-02,Meera Sharma,North,Maharashtra,Clothing,Shirt,1,15012,3173,Cash,,
ORD01817,2025-04-01,Ishita Roy,West,Karnataka,Furniture,Table,8,16257,1137,Net Banking,,
ORD01818,2025-06-07,Ananya Yadav,North,Karnataka,Clothing,Jeans,9,48563,8000,Debit Card,,
ORD01819,2025-11-20,Ishita Rane,North,Delhi,Office Supplies,Notebook,6,7329,381,Net Banking,,
ORD01820,2024-05-12,Rohan Ansari,North,Gujarat,Electronics,Laptop,3,14700,1067,Debit Card,,
ORD01821,2025-04-24,Vivaan Deshmukh,East,Maharashtra,Electronics,Smart Watch,8,44285,10860,Cash,,
ORD01822,2025-08-14,Vikas Mishra,South,Karnataka,Electronics,Mobile,7,36472,2161,Debit Card,,
ORD01823,2024-11-24,Pooja Ghosh,South,Maharashtra,Office Supplies,Notebook,9,46277,10274,Cash,,
ORD01824,2025-02-12,Siddharth Shah,South,Rajasthan,Office Supplies,Printer Paper,10,7899,852,Net Banking,,
ORD01825,2025-12-08,Ritika Sharma,South,Rajasthan,Clothing,Shirt,3,4812,540,Cash,,
ORD01826,2024-12-19,Aarav Gupta,West,Karnataka,Office Supplies,Pen,7,24684,1824,Cash,,
ORD01827,2025-02-16,Aryan Patel,West,Karnataka,Clothing,Shoes,2,3474,802,Credit Card,,
ORD01828,2024-01-04,Ritika Yadav,East,Rajasthan,Electronics,Laptop,7,45371,7718,Credit Card,,
ORD01829,2025-03-30,Ritika Yadav,North,Maharashtra,Clothing,Jacket,5,43749,10894,Credit Card,,
ORD01830,2024-05-30,Yash Nair,East,Gujarat,Furniture,Chair,4,4083,818,UPI,,
ORD01831,2024-04-30,Nikhil Khan,West,Delhi,Electronics,Tablet,6,16376,2531,Cash,,
ORD01832,2025-01-09,Rohan Kulkarni,South,Karnataka,Furniture,Sofa,5,5715,944,Cash,,
ORD01833,2025-07-26,Om Verma,South,Karnataka,Furniture,Sofa,5,4038,730,Net Banking,,
ORD01834,2025-10-30,Sai Kadam,North,Tamil Nadu,Office Supplies,Printer Paper,7,38009,4811,Cash,,
ORD01835,2025-07-10,Vivaan More,South,Tamil Nadu,Office Supplies,Printer Paper,3,49580,5468,Debit Card,,
ORD01836,2024-04-18,Karan Nair,West,Karnataka,Office Supplies,Notebook,9,27949,5251,Cash,,
ORD01837,2024-12-13,Neha Tiwari,North,Delhi,Clothing,Jacket,8,28844,7079,Credit Card,,
ORD01838,2024-11-02,Arjun Verma,North,Rajasthan,Clothing,T-Shirt,5,46309,8480,Net Banking,,
ORD01839,2024-02-06,Aditya Chavan,North,Maharashtra,Clothing,Shoes,1,28185,2339,Credit Card,,
ORD01840,2025-04-27,Aditi Yadav,West,Gujarat,Electronics,Laptop,5,25060,1586,Cash,,
ORD01841,2024-05-21,Shreya More,North,Tamil Nadu,Furniture,Desk,5,25647,6109,Net Banking,,
